Estado,Municípios,Característica,Nome da Manifestação,Nome da Manifestação 2,Data,No de Participantes,Tipo de Trabalho,Tipo de Reivindicação,Type of Claim,Claim Category,Tipo de Violência,Type of Violence
Mato Grosso do Sul,Terenos,Terra,Bloqueio da BR-262,,27/07/2016,100,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Três Lagoas,Terra,Bloqueio da BR-262,,27/07/2016,100,,Reforma Agrária,Land reform,Land Reform,,
Minas Gerais,Acaiaca,Água,Bloq. MG-262,"Ato contra
Mineradora
Samarco-Vale-BHP",13/08/2016,100,,Infraestrutura/ Indenização/ Contra mineradoras/ Políticas p ú b  l ic a s,Infrastructure/Indemnity/Against mining companies/Public policies,Public Policies,,
Minas Gerais,Acaiaca,Água,Bloq. da MG-262,"Contra
Mineradora
Samarco-Vale-BHP",13/08/2016,100,,Infraestrutura/ Cumprimento de acordos/ Indenização/ Políticas públicas,Infrastructure/Compliance/Indemnification/Public Policies,Public Policies,,
Minas Gerais,Aimorés,Água,"Bloq. da Ferrovia da
Vale",Jorn. por Ref. Agrária,12/04/2016,50,,Infraestrutura/ Água/ Políticas públicas,Infrastructure/Water/Public Policies,Public Policies,Agressão,Aggression
Minas Gerais,Belo Oriente,Água,"Bloq. da Ferrovia
Vale","Rompimento da
Barragem da
Samarco-Vale-BHP",08/03/2016,200,,Cumprimento de acordos/ Água,Compliance/Water Compliance,Environment,Agressão,Aggression
Minas Gerais,Bocaiúva,Terra,Bloq. da BR-135,"Faz. Garrote
e Cipó",10/03/2016,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Minas Gerais,Conceição do Mato Dentro,Terra,Bloq. MG-10,"Pov.
Itapanhoacanga",26/04/2016,80,,Infraestrutura/ Cumprimento de acordos/ Contra a injustiça e a violência/ Água,Infrastructure/Compliance/Against injustice and violence/Water,Injustice,Agressão,Aggression
Minas Gerais,Conceição do Mato Dentro,Terra,Bloq. MG-10,"Pov. Água
Quente",02/05/2016,80,,Infraestrutura/ Cumprimento de acordos/ Contra a injustiça e a violência/ Água,Infrastructure/Compliance/Against injustice and violence/Water,Injustice,Agressão,Aggression
Minas Gerais,Conceição do Mato Dentro,Terra,Bloq. MG-10,"Contra
Mineroduto Minas-Rio",08/08/2016,100,,Cumprimento de acordos/ Contra a injustiça e a violência/ Reassentamento/ Indenização/ Água/ C o n  tr a,Fulfillment of agreements/Against injustice and violence/Resettlement/Indemnity/Water/C o n tr a,Injustice,Agressão,Aggression
Minas Gerais,Coronel Pacheco,Terra,Bloq. da BR-353,"Jorn. de
Lutas por Ref. Agrária",15/04/2016,100,,Reforma Agrária,Land reform,Land Reform,,
Minas Gerais,Frei Inocêncio,Terra,Bloq. da BR-116,"Faz.
Eldorado",10/03/2016,150,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Minas Gerais,Governador Valadares,Terra,Bloq. BR-116,Faz. Eldorado,10/03/2016,150,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Minas Gerais,Governador Valadares,Água,Bloq. da BR-116,"Jorn. de
Lutas por Ref. Agrária",15/04/2016,600,,Cumprimento de acordos/ Reforma Agrária/ Água,Compliance/Agrarian Reform/Water,Environment,,
Minas Gerais,Grão Mogol,Terra,Bloq. BR-251-km377,"Com.
Geraizeiros do Vale das
Cancelas",11/09/2016,,,Contra Grilagem/ Regularização de Território,Against Grilagem/Regularization of Territory,Land Reform,,
Minas Gerais,Montes Claros,Terra,Bloq. BR-251,"Assent. São
Francisco",11/03/2016,400,,Infraestrutura/ Água,Infrastructure/Water,Infrastructure,,
Minas Gerais,Montes Claros,Terra,Bloq. da BR-153,"Jorn. de
Lutas por Ref. Agrária",15/04/2016,200,,Reforma Agrária,Land reform,Land Reform,,
Minas Gerais,Uberlândia,Terra,Bloq. da BR-050,"Jorn. de
Lutas por Ref. Agrária",15/04/2016,400,,Reforma Agrária/ Políticas públicas,Agrarian Reform/Public Policies,Public Policies,,
Pará,Altamira,Água,Bloq. BR-230,"Reassent.
Atingidos por Belo Monte",05/05/2016,300,,Reassentamento/ Contra barragens,Resettlement/Against dams,Environment,,
Pará,Altamira,Questão Indígena,"Bloq. Entrada Sítio
Pimental",UHE Belo Monte,17/02/2016,100,,Questões ambientais/ Indenização/ Contra barragens/ Questão Indígena,Environmental issues/Compensation/Against dams/Indigenous issue,Indigenous Issues,,
Pará,Altamira,Questão Indígena,"Bloq.
BR-230",Transamazônica,18/02/2016,,,Questões ambientais/ Indenização/ Contra barragens/ Questão Indígena,Environmental issues/Compensation/Against dams/Indigenous issue,Indigenous Issues,,
Pará,Altamira,Água,"Bloq. Acesso à UHE Belo
Monte",Defesa dos Atingidos,27/06/2016,30,,Cumprimento de acordos,Compliance with agreements,Environment,,
Pará,Barcarena,Questões ambientais,Bloq. PA-483,"Porto de Vila
do Conde",18/01/2016,50,,Saúde/ Questões ambientais/ Defesa da água e do meio ambiente,Health/Environmental Issues/Water and Environmental Protection,Public Policies,,
Pará,Benevides,Questão Indígena,Bloq. BR-316,"Defesa da
Saúde Indígena",18/11/2016,300,,Saúde/ Políticas públicas,Health/Public Policies,Public Policies,,
Pará,Bom Jesus do Tocantins,Questão Indígena,Bloq. da BR-222,"T. I. Mãe
M a r  ia",22/04/2016,50,,Infraestrutura,Infrastructure,Infrastructure,,
Pará,Canaã dos Carajás,Terra,Bloq. VS-40,"Projeto Carajás
S11D",22/02/2016,1500,,Cesta básica/ Contra a injustiça e a violência/ Reforma Agrária/ Assentamento de famílias/ Contra mi,Basic basket/Against injustice and violence/Agrarian reform/Settlement of families/Against me,Welfare,,
Pará,Curionópolis,Terra,Bloq. PA-275,"Defesa do
Acamp. Frei Henri",10/05/2016,50,,Contra a injustiça e a violência/ Reforma Agrária/ Assentamento de famílias,Against injustice and violence/Agrarian Reform/Settlement of families,Injustice,,
Pará,Eldorado dos Carajás,Terra,Bloq. BR-155,"Jorn. de  Lutas
Ref. Agrária",15/04/2016,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Public Policies,,
Pará,Eldorado dos Carajás,Terra,Bloq. BR-155,"Defesa da Ref.
Agrária",07/11/2016,100,,Desapropriação/ Reforma Agrária/ Assentamento de famílias,Disappropriation/Agrarian Reform/Settlement of families,Public Policies,,
Pará,Eldorado dos Carajás,Terra,Bloqueio BR-155,,18/10/2016,60,,Desapropriação/ Reforma Agrária/ Assentamento de famílias,Disappropriation/Agrarian Reform/Settlement of families,Public Policies,,
Pará,Itaituba,Terra,Bloq. da Estrada de Barreiras,,25/01/2016,150,,Infraestrutura/ Políticas p ú b  l ic a s,Infrastructure/Public Policies,Infrastructure,,
Pará,Itaituba,Terra,"Bloq.
BR-230",Transamazônica,28/01/2016,250,,Infraestrutura/ Políticas p ú b  l ic a s,Infrastructure/Public Policies,Infrastructure,,
Pará,Itaituba,Terra,Bloqueio BR-163,,14/02/2016,,,Infraestrutura/ Políticas p ú b  l ic a s,Infrastructure/Public Policies,Infrastructure,,
Pará,Itaituba,Questão Indígena,Bloq. Porto de Itaituba,"Contra
Portaria 1.907",25/10/2016,50,,Saúde/ Políticas públicas,Health/Public Policies,Public Policies,,
Pará,Marabá,Questão Indígena,Bloq. BR-222,T. I. Mãe Maria,31/10/2016,100,,Infraestrutura/ Cumprimento de acordos,Infrastructure/Compliance,Infrastructure,,
Pará,Marabá,Terra,"Bloq. Estrada de Ferro de
Carajás",,22/08/2016,100,,Desapropriação/ Reforma Agrária/ Assentamento de famílias,Disappropriation/Agrarian Reform/Settlement of families,Land Reform,,
Pará,Medicilândia,Questão Indígena,Bloqueio BR-230,,31/10/2016,60,,Infraestrutura,Infrastructure,Infrastructure,,
Pará,Novo Progresso,Questão Indígena,Bloqueiro BR-163,,16/02/2016,60,,Saúde/ Questão Indígena,Health/Indigenous Issues,Indigenous Issues,,
Pará,Novo Repartimento,Questão Indígena,Bloq. BR-230,T. I. Parakanã,23/09/2016,150,,Infraestrutura/ Educação/ Saúde/ Água,Infrastructure/Education/Health/Water,Public Policies,,
Pará,Ourilândia do Norte,Questões ambientais,"Bloq. do acesso ao Proj. de
Mineração Onça Puma",,23/11/2016,500,,Indenização/ Defesa da água e do meio ambiente/ Contra mineradoras,Indemnification/Defense of water and the environment/Contra mines,Environment,,
Pará,Ourilândia do Norte,Terra,Bloq. PA-279,"Contra Reint.
Posse",11/01/2016,100,,Contra a injustiça e a violência/ Reforma Agrária/ Assentamento de famílias,Against injustice and violence/Agrarian Reform/Settlement of families,Public Policies,,
Pará,Ourilândia do Norte,Questão Indígena,"Bloqueio Entrada T. I.
Kayapó",,12/07/2016,,,Contra mineradoras,Against miners,Environment,,
Pará,Parauapebas,Terra,"Bloqueio da estrada de
acesso ao Projeto
Salobo",Vale,03/02/2016,100,,Infraestrutura/ Saúde,Infrastructure/Health,Public Policies,,
Pará,Parauapebas,Terra,"Bloq. Acesso às Minas de
Carajás",Serra dos Carajás,20/07/2016,50,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Property,,
Pará,Santa Maria do Pará,Questão Indígena,Bloqueio BR-316,,06/12/2016,300,,Saúde/ Políticas públicas,Health/Public Policies,Public Policies,,
Pará,Santarém,Terra,Bloq. PA-370,Gl. Pacoval,05/12/2016,40,,Infraestrutura,Infrastructure,Infrastructure,,
Paraíba,Caaporã,Terra,Bloq. BR-101,"Memória de
Eldorado dos Carajás",15/04/2016,50,,Contra a injustiça e a violência/ Contra impunidade,Against injustice and violence/Against impunity,Injustice,,
Paraíba,Campina Grande,Indefinida,Bloq. BR-230,"Defesa da
Democracia",10/05/2016,,,Outros,Others,Other,,
Paraíba,João Pessoa,Indefinida,Bloq. BR-230,"Defesa da
Democracia",10/05/2016,,,Outros,Others,Other,,
Paraíba,João Pessoa,Indefinida,Bloq. Unitrans,"Defesa da
Democracia",10/05/2016,,,Outros,Others,Other,,
Paraíba,Mamanguape,Questão Indígena,Bloq. BR-101,"Contra Portaria
1  .9 0 7",26/10/2016,1500,,Saúde/ Políticas públicas,Health/Public Policies,Public Policies,,
Paraíba,Sousa,Terra,Bloq. BR-230,"Memória de
Eldorado dos Carajás",15/04/2016,,,Contra a injustiça e a violência/ Contra impunidade,Against injustice and violence/Against impunity,Injustice,,
Paraná,Carambeí,Terra,Bloq. PR-151,"Jorn. de Lutas
por Ref. Agrária",15/04/2016,50,,Reforma Agrária/ Assentamento de famílias/ Políticas p ú b  l ic a s,Land Reform/Family Settlement/Public Policies,Public Policies,,
Paraná,Carambeí,Terra,Bloq. PR-151,"Contra Despejo
na Faz. Sta. Maria",18/05/2016,100,,Contra a injustiça e a violência/ Reforma Agrária/ Assentamento de famílias,Against injustice and violence/Agrarian Reform/Settlement of families,Injustice,,
Paraná,Cascavel,Terra,Bloq. BR-277,"Jorn. de Lutas
por Ref. Agrária",15/04/2016,500,,Reforma Agrária/ Assentamento de famílias/ Políticas p ú b  l ic a s,Land Reform/Family Settlement/Public Policies,Public Policies,,
Paraná,Cascavel,Terra,Bloq. BR-153 km 568,"Jorn.
de Lutas por Ref. Agrária",15/04/2016,500,,Reforma Agrária/ Assentamento de famílias/ Políticas p ú b  l ic a s,Land Reform/Family Settlement/Public Policies,Public Policies,,
Paraná,Centenário do Sul,Terra,Bloq. da PR-450,"Faz.
Tabapuã",08/04/2016,200,,Desapropriação/ Reforma Agrária,Expropriation/Agrarian Reform,Land Reform,,
Paraná,Curitiba,Terra,Bloq. BR-277 km 100,"Jorn.
de Lutas por Ref. Agrária",15/04/2016,100,,Reforma Agrária/ Assentamento de famílias/ Políticas p ú b  l ic a s,Land Reform/Family Settlement/Public Policies,Public Policies,,
Paraná,Faxinal,Terra,Bloq. PR-272,"Contra Despejo
na Faz. Sta. Maria",18/05/2016,,,Contra a injustiça e a violência/ Reforma Agrária/ Assentamento de famílias,Against injustice and violence/Agrarian Reform/Settlement of families,Injustice,,
Paraná,Jacarezinho,Terra,Bloq. BR-153  km 1,"Jorn. de
Lutas por Ref. Agrária",15/04/2016,300,,Reforma Agrária/ Assentamento de famílias/ Políticas p ú b  l ic a s,Land Reform/Family Settlement/Public Policies,Public Policies,,
Paraná,Londrina,Terra,Bloq. PR-170,"Acamp. Dom
Tomás Balduino",09/04/2016,300,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Paraná,Mauá da Serra,Terra,Bloq. BR-376 km 295,"Jorn.
de Lutas por Ref. Agrária",15/04/2016,400,,Reforma Agrária/ Assentamento de famílias/ Políticas p ú b  l ic a s,Land Reform/Family Settlement/Public Policies,Public Policies,,
Paraná,Nova Laranjeira,Questão Indígena,Bloq. BR-277 km 476,"Contra
a PEC 241",27/10/2016,100,,Cumprimento de acordos/ Saúde/ Demarcação de área indígena,Compliance/Indigenous Area Health/Demarcation,Indigenous Issues,,
Paraná,Nova Laranjeira,Terra,Bloq. BR-277 km 476,"Jorn.
de Lutas por Ref. Agrária",15/04/2016,1000,,Reforma Agrária/ Assentamento de famílias/ Políticas p ú b  l ic a s,Land Reform/Family Settlement/Public Policies,Public Policies,,
Paraná,Nova Laranjeira,Terra,Bloq. BR-277,"Contra Despejo
na Faz. Sta. Maria",18/05/2016,500,,Contra a injustiça e a violência/ Reforma Agrária/ Assentamento de famílias,Against injustice and violence/Agrarian Reform/Settlement of families,Injustice,,
Paraná,Quedas do Iguaçu,Terra,Bloq. PR-473,"Faz. Rio das
Cobras",09/03/2016,300,,Reforma Agrária/ Assentamento de famílias,Land Reform/Settlement of Families,Land Reform,,
Paraná,Santa Terezinha de Itaipu,Terra,Bloq. da BR-277,"Contra
Despejo na Faz. Sta. Maria",18/05/2016,200,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Paraná,São José dos Pinhais,Questão Indígena,Bloq. BR-277 km 62,"Contra
PEC-241",27/10/2016,50,,Cumprimento de acordos/ Saúde/ Demarcação de área indígena,Compliance/Indigenous Area Health/Demarcation,Indigenous Issues,,
Paraná,São Miguel do Ig u a ç u,Terra,Bloq. BR-277,"Acamp. Dom
Tomás Balduino",09/04/2016,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Paraná,São Miguel do Ig u a ç u,Terra,"Ocup. da Pça. de
Pedágio",Bloq. BR-277,03/02/2016,400,,Reforma Agrária/ Políticas públicas,Agrarian Reform/Public Policies,Public Policies,,
Paraná,São Miguel do Ig u a ç u,Terra,Bloq. BR-277 km 704,"Jorn.
de Lutas por Ref. Agrária",15/04/2016,100,,Reforma Agrária/ Assentamento de famílias/ Políticas p ú b  l ic a s,Land Reform/Family Settlement/Public Policies,Public Policies,,
Paraná,São Miguel do Ig u a ç u,Questão Indígena,Bloq. BR-277,"Contra PEC-
241",27/10/2016,100,,Cumprimento de acordos/ Saúde/ Demarcação de área indígena,Compliance/Indigenous Area Health/Demarcation,Indigenous Issues,,
Paraná,Tamarana,Terra,Bloq. PR-445,"Contra Despejo
na Faz. Sta. Maria",18/05/2016,150,,Contra a injustiça e a violência/ Reforma Agrária/ Assentamento de famílias,Against injustice and violence/Agrarian Reform/Settlement of families,Injustice,,
Pernambuco,Água Preta,Terra,Bloq. PE-96,"Contra o
Retrocesso dos Direitos dos
Povos do Campo",09/06/2016,130,,Crédito/ Reforma Agrária/ Políticas públicas,Credit/Agrarian Reform/Public Policies,Public Policies,,
Pernambuco,Águas Belas,Terra,Bloq. da BR-423,"Jorn de Luta
por Ref. Agrária",15/04/2016,150,,Reforma Agrária,Land reform,Land Reform,,
Pernambuco,Águas Belas,Questão Indígena,Bloq. BR-423 km 177,"Contra
PEC-241 e Portarias 1907 e
2441",27/10/2016,50,,Educação/ Saúde/ Contra a injustiça e a violência/ Demarcação de área indígena,Education/Health/Against injustice and violence/Demarcation of indigenous area,Indigenous Issues,,
Pernambuco,Aliança,Terra,Bloq. BR-110,"Contra o
Retrocesso dos Direitos dos
Povos do Campo",09/06/2016,200,,Crédito/ Reforma Agrária/ Políticas públicas,Credit/Agrarian Reform/Public Policies,Public Policies,,
Pernambuco,Amaraji,Terra,Bloq. da PE-63,"Acamp. Bom
Jesus",24/10/2016,200,,Contra a injustiça e a violência/ Reforma Agrária/ Assentamento de famílias,Against injustice and violence/Agrarian Reform/Settlement of families,Property,,
Pernambuco,Arcoverde,Terra,Bloq. da BR-232 km 261,"Jorn
de Luta por Ref. Agrária",15/04/2016,120,,Reforma Agrária,Land reform,Land Reform,,
Pernambuco,Arcoverde,Terra,Bloq. BR-232,"Luta por Ref.
Agrária",16/08/2016,60,,Incentivos à pequena produção/ Reforma Agrária/ Assentamento de famílias/ Políticas p ú b  l ic a s,Incentives for small-scale production/Agrarian Reform/Settlement of families/P ublic policies,Welfare,,
Pernambuco,Barreiros,Terra,Bloq. PE-96,"Contra o
Retrocesso dos Direitos dos
Povos do Campo",09/06/2016,160,,Crédito/ Reforma Agrária/ Políticas públicas,Credit/Agrarian Reform/Public Policies,Public Policies,,
Pernambuco,Bom Conselho,Terra,Bloq. BR-232,"Dia do
Agricultor",25/07/2016,,,Reforma Agrária/ Seguridade social,Agrarian Reform/Social Security,Welfare,,
Pernambuco,Caruaru,Terra,Bloq. da PE-041,"Jorn de Luta
por Ref. Agrária",15/04/2016,500,,Reforma Agrária,Land reform,Land Reform,,
Pernambuco,Caruaru,Terra,Bloq. BR-424,"Dia do
Agricultor",25/07/2016,,,Reforma Agrária/ Seguridade social,Agrarian Reform/Social Security,Welfare,,
Pernambuco,Caruaru,Terra,Bloq. BR-104,"Luta por Ref.
Agrária",16/08/2016,60,,Incentivos à pequena produção/ Reforma Agrária/ Assentamento de famílias/ Políticas p ú b  l ic a s,Incentives for small-scale production/Agrarian Reform/Settlement of families/P ublic policies,Public Policies,,
Pernambuco,Escada,Terra,Bloq. BR-101,"Dia do
Agricultor",25/07/2016,,,Reforma Agrária/ Seguridade social,Agrarian Reform/Social Security,Welfare,,
Pernambuco,Escada,Terra,Bloq. BR-101,"Luta por Ref.
Agrária",16/08/2016,50,,Incentivos à pequena produção/ Reforma Agrária/ Assentamento de famílias/ Políticas p ú b  l ic a s,Incentives for small-scale production/Agrarian Reform/Settlement of families/P ublic policies,Public Policies,,
Pernambuco,Floresta,Terra,Bloq. BR-360,"Contra o
Retrocesso dos Direitos dos
Povos do Campo",09/06/2016,80,,Crédito/ Reforma Agrária/ Políticas públicas,Credit/Agrarian Reform/Public Policies,Public Policies,,
Pernambuco,Gameleira,Terra,Bloq. BR-101,"Contra o
Retrocesso dos Direitos dos
Povos do Campo",09/06/2016,180,,Crédito/ Reforma Agrária/ Políticas públicas,Credit/Agrarian Reform/Public Policies,Public Policies,,
Pernambuco,Garanhuns,Terra,Bloq. BR-432,"Dia do
Agricultor",25/07/2016,,,Reforma Agrária/ Seguridade social,Agrarian Reform/Social Security,Welfare,,
Pernambuco,Goiana,Terra,Bloq. da BR-101,"Jorn de Luta
por Ref. Agrária",15/04/2016,1500,,Reforma Agrária,Land reform,Land Reform,,
Pernambuco,Goiana,Terra,Bloq. BR-101,"Contra o
Retrocesso dos Direitos dos
Povos do Campo",09/06/2016,300,,Crédito/ Reforma Agrária/ Políticas públicas,Credit/Agrarian Reform/Public Policies,Public Policies,,
Pernambuco,Goiana,Terra,Bloq. BR-101,"Luta por Ref.
Agrária",16/08/2016,60,,Incentivos à pequena produção/ Reforma Agrária/ Assentamento de famílias/ Políticas p ú b  l ic a s,Incentives for small-scale production/Agrarian Reform/Settlement of families/P ublic policies,Public Policies,,
Pernambuco,Jatobá,Terra,Bloq. BR-110,"Contra o
Retrocesso dos Direitos dos
Povos do Campo",09/06/2016,200,,Crédito/ Reforma Agrária/ Políticas públicas,Credit/Agrarian Reform/Public Policies,Public Policies,,
Pernambuco,Moreno,Terra,Bloq. BR-232,"Em defesa da
Democracia",15/04/2016,300,,Reforma Agrária,Land reform,Land Reform,,
Pernambuco,Moreno,Terra,Bloq. BR-232,"Luta por Ref.
Agrária",16/08/2016,40,,Incentivos à pequena produção/ Reforma Agrária/ Assentamento de famílias/ Políticas p ú b  l ic a s,Incentives for small-scale production/Agrarian Reform/Settlement of families/P ublic policies,Welfare,,
Pernambuco,Palmares,Terra,Bloq. BR-101,"Contra o
Retrocesso dos Direitos dos
Povos do Campo",09/06/2016,200,,Crédito/ Reforma Agrária/ Políticas públicas,Credit/Agrarian Reform/Public Policies,Public Policies,,
Pernambuco,Paudalho,Terra,Bloq. BR-101,"Dia do
Agricultor",25/07/2016,500,,Reforma Agrária/ Seguridade social,Agrarian Reform/Social Security,Welfare,,
Pernambuco,Paudalho,Terra,Bloq. BR-408,"Luta por Ref.
Agrária",16/08/2016,40,,Incentivos à pequena produção/ Reforma Agrária/ Assentamento de famílias/ Políticas p ú b  l ic a s,Incentives for small-scale production/Agrarian Reform/Settlement of families/P ublic policies,Public Policies,,
Pernambuco,Petrolândia,Terra,Bloq. da BR-316 km 367,"Jorn
de Luta por Ref. Agrária",15/04/2016,400,,Reforma Agrária,Land reform,Land Reform,,
Pernambuco,Petrolândia,Terra,Bloq. BR-316,"Contra o
Retrocesso dos Direitos dos
Povos do Campo",09/06/2016,400,,Crédito/ Reforma Agrária/ Políticas públicas,Credit/Agrarian Reform/Public Policies,Public Policies,,
Pernambuco,Petrolina,Terra,Bloq. da BR-627,"Assent.
José Almeira",23/01/2016,100,,Infraestrutura,Infrastructure,Infrastructure,,
Pernambuco,Recife,Questão Indígena,Bloq. BR-101,"Contra PEC
241 e Portarias 1907 e 2441",27/10/2016,,,Educação/ Saúde/ Contra a injustiça e a violência/ Demarcação de área indígena,Education/Health/Against injustice and violence/Demarcation of indigenous area,Indigenous Issues,,
Pernambuco,São Caitano,Terra,Bloq. da BR-232,"Jorn de Luta
por Ref. Agrária",15/04/2016,60,,Reforma Agrária,Land reform,Land Reform,,
Pernambuco,São Caitano,Terra,Bloq.BR-232,"Contra o
Retrocesso dos Direitos dos
Povos do Campo",09/06/2016,150,,Crédito/ Reforma Agrária/ Políticas públicas,Credit/Agrarian Reform/Public Policies,Public Policies,,
Pernambuco,Serra Talhada,Terra,Bloq. BR-232,"Dia do
Agricultor",25/07/2016,,,Reforma Agrária/ Seguridade social,Agrarian Reform/Social Security,Welfare,,
Pernambuco,Timbaúba,Terra,Bloq. BR-110,"Contra o
Retrocesso dos Direitos dos
Povos do Campo",09/06/2016,120,,Crédito/ Reforma Agrária/ Políticas públicas,Credit/Agrarian Reform/Public Policies,Public Policies,,
Pernambuco,Trindade,Terra,Bloq. BR-316,"Dia do
Agricultor",25/07/2016,,,Reforma Agrária/ Seguridade social,Agrarian Reform/Social Security,Land Reform,,
Piauí,Amarante,Terra,Bloq. BR-353,"Jorn. de Lutas
pela Ref. Agrária",15/04/2016,350,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Piauí,Teresina,Terra,Bloq. da BR-316,"Jorn. de
Lutas pela Ref. Agrária",15/04/2016,350,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Piauí,Teresina,Política Agrícola,"Bloq. da Av. Marechal
Castelo Branco","21o Grito da
Terra",23/08/2016,3000,,Assistência técnica/ Incentivos à pequena produção/ Reforma Agrária/ Seguro safra,Technical Assistance/Incentives for small production/Agrarian Reform/Insurance crop,Welfare,,
Rio de Janeiro,Piraí,Terra,Bloqueio da Dutra,Km 242,15/04/2016,150,,Reforma Agrária,Land reform,Land Reform,,
Rio Grande do Norte,Assu,Terra,Bloqueio da BR-304,,11/11/2016,250,,Contra a injustiça e a violência/ Reforma Agrária/ Seguridade social,Against injustice and violence/Agrarian Reform/Social security,Injustice,,
Rio Grande do Norte,Ceará-Mirim,Terra,Bloq. da BR-101,"Jorn. de
Lutas pela Ref. Agrária",15/04/2016,200,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Rio Grande do Norte,Ceará-Mirim,Terra,"Bloq. da BR-406 Km
162",Jorn. de Lutas pela R. A,15/04/2016,200,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Rio Grande do Norte,Ceará-Mirim,Terra,Bloqueio da BR-406,,09/06/2016,1200,,Contra a injustiça e a violência/ Reforma Agrária/ Seguridade social,Against injustice and violence/Agrarian Reform/Social security,Welfare,,
Rio Grande do Norte,Ceará-Mirim,Terra,"Bloq. da BR-406- Km
163",Acamp. Dandara,15/02/2016,120,,Reforma Agrária,Land reform,Land Reform,,
Rio Grande do Norte,João Câmara,Terra,Bloqueio da BR-406,,24/10/2016,40,,Reforma Agrária,Land reform,Land Reform,,
Rio Grande do Norte,João Câmara,Terra,"Bloq. da BR-406- Km
100",Acamp. Dandara,15/02/2016,160,,Reforma Agrária,Land reform,Land Reform,,
Rio Grande do Norte,Macaíba,Terra,"Bloq. da BR-304 Km
281","Jorn. de Lutas pela Ref.
A g r á r  ia",15/04/2016,200,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Rio Grande do Norte,Macaíba,,Bloq. 304-Km 285,"Acamp.
Dandara",15/02/2016,160,,Reforma Agrária,Land reform,Land Reform,,
Rio Grande do Norte,Mossoró,Terra,"Bloq. da BR-304 Km
24",Jorm. de Lutas pela R. A,15/04/2016,200,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Rio Grande do Norte,,Terra,Bloqueio da BR-101,,02/05/2016,,,Reforma Agrária,Land reform,Land Reform,,
Rio Grande do Sul,Iraí,Questão Indígena,Bloq. BR-386,"T. I.
Kaingang",10/08/2016,100,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Rio Grande do Sul,Vicente Dutra,Questão Indígena,Bloq. RS-150,"T. I. Rio dos
Índios",26/07/2016,200,,Contra a injustiça e a violência/ Demarcação de área indígena,Against injustice and violence/Demarcation of indigenous area,Indigenous Issues,,
Rondônia,,Terra,Bloqueio da RO-460,,19/04/2016,20,,Infraestrutura/ Educação,Infrastructure/Education,Public Policies,,
Rondônia,Candeias do Jamari,Água,Bloq. BR-364,UHE Samuel,18/03/2016,250,,Cumprimento de acordos,Compliance with agreements,Environment,,
Rondônia,Candeias do Jamari,Terra,Bloq. da BR-364,"Vila Nova
Samuel",25/04/2016,120,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Rondônia,Cujubim,Terra,"Bloq. da Ponte Sobre o Rio
Preto",Vale do Jamari,12/01/2016,,,Infraestrutura,Infrastructure,Infrastructure,,
Rondônia,Porto Velho,Água,"Bloq. da Entrada de Acesso à
UHE de Santo Antônio",PAC,09/08/2016,150,,Infraestrutura/ Cumprimento de acordos,Infrastructure/Compliance,Infrastructure,,
Rondônia,Porto Velho,Água,Bloq. da BR-364,"UHE Jirau e
Sto. Antônio",26/10/2016,200,,Educação/ Reassentamento/ Indenização,Education/Resettlement/Indemnity,Environment,,
Rondônia,Porto Velho,Água,Bloq. da BR-364,"UHE Jirau e
Sto. Antônio",08/11/2016,400,,Cumprimento de acordos/ Indenização,Compliance with agreements/Indemnification,Environment,,
Rondônia,Porto Velho,Água,Bloq. da BR-364,"Acamp.
Velha Mutum-Paraná",27/01/2016,,,Contra a injustiça e a violência/ Contra privatização,Against injustice and violence/Against privatization,Public Policies,,
Roraima,Boa Vista,Questão Indígena,Bloqueio Av. Ville Roy,,14/01/2016,300,,Saúde,Health,Health,,
