Estado,Municípios,Característica,Nome da Manifestação,Nome da Manifestação 2,Data,No de Participantes,Tipo de Trabalho,Tipo de Reivindicação,Type of Claim,,Tipo de Violência,Type of Violence
Rio Grande do Sul,Cacique Doble,,Bloq. da RS-343,Índios Caingangues,31/03/2004,90,,Demarcação de área indígena,Demarcation of indigenous area,,,
Rio Grande do Sul,Erechim,,Bloq. BR-285 e BR-342,Seca,06/04/2004,1000,,Crédito/ Renegociação de dívidas,Credit/Debt Renegotiation,,,
Rio Grande do Sul,Faxinalzinho,,"Bloq. no trevo paraFaxinalzinho",Índios Caingangues,19/01/2004,60,,Demarcação de área indígena,Demarcation of indigenous area,,,
Rio Grande do Sul,Hulha Negra,,Bloqueio na BR-293,,02/02/2004,800,,Infra-estrutura/ Educação,Infrastructure/Education,,,
Rio Grande do Sul,Ijuí,,Bloq. BR-285 e RS-342,Seca,06/04/2004,500,,Crédito/ Renegociação de dívidas,Credit/Debt Renegotiation,,,
Rio Grande do Sul,Iraí,,Bloq. BR-392,Seca,25/03/2004,1500,,Renegociação de dívidas,Renegotiation of debts,,,
Rio Grande do Sul,Iraí,,Bloq. BR-386,Seca,26/04/2004,700,,Crédito,Credit,,,
Rio Grande do Sul,Lajeado,,Bloq. BR-386,Seca,28/04/2004,400,,Crédito,Credit,,,
Rio Grande do Sul,Marcelino Ramos,,Bloqueio da BR-153,Seca,23/04/2004,2000,,Renegociação de dívidas/ Incentivos à pequena produção,Debt Renegotiation/Incentives for small production,,,
Rio Grande do Sul,Pelotas,,Bloq. BR-116 e BR-293,Seca,06/04/2004,700,,Crédito/ Renegociação de dívidas,Credit/Debt Renegotiation,,,
Rio Grande do Sul,Pinhal da Serra,,"Bloq. das Rod. de Acesso ao Cant. deObras",Hid. Barra Grande,23/03/2004,500,,Contra Desmatamento/ Reassentamento/ Contra barragens,Against Deforestation/Resettlement/Against dams,,,
Rio Grande do Sul,Pinhal da Serra,,"Bloq. das Rod. de Acesso ao Cant. deObras",Hid. Barra Grande,05/11/2004,700,,Contra Desmatamento/ Reassentamento/ Contra barragens,Against Deforestation/Resettlement/Against dams,,,
Rio Grande do Sul,Pinhal da Serra,,"Bloq. das Rod. de Acesso ao Cant. deObras",Hid. Barra Grande,09/11/2004,300,,Contra Desmatamento/ Reassentamento/ Contra barragens,Against Deforestation/Resettlement/Against dams,,,
Rio Grande do Sul,Pinheiro Machado,,Bloq. BR-293,Seca,06/04/2004,500,,Crédito/ Renegociação de dívidas,Credit/Debt Renegotiation,,,
Rio Grande do Sul,Rio Grande,,Bloq. BR-292,Seca,28/04/2004,1100,,Crédito,Credit,,,
Rio Grande do Sul,Ronda Alta,,Bloq. da BR-324,Seca,28/04/2004,700,,Crédito,Credit,,,
Rio Grande do Sul,Santa Cruz do Sul,,Bloq. BR-471,Seca,06/04/2004,3000,,Crédito/ Renegociação de dívidas,Credit/Debt Renegotiation,,,
Rio Grande do Sul,Sarandi,,Ato em frente ao B.B,"Bloq.BR-386",06/04/2004,4000,,Crédito/ Renegociação de dívidas,Credit/Debt Renegotiation,,,
Rondônia,Candeias do Jamari,,Bloqueio da BR-364,Pamos,11/08/2004,100,,Desapropriação,Expropriation,,,
Roraima,Uiramutã,,Bloqueio de Rodovia,,28/07/2004,500,,Demarcação de área indígena,Demarcation of indigenous area,,,
Santa Catarina,Campos Novos,,Bloqueio da BR-470,"Usina CamposNovos",22/11/2004,200,,Cumprimento de acordos/ Indenização,Compliance with agreements/Indemnification,,,
Santa Catarina,Campos Novos,,Bloq. do Canteiro de Obras,"Hid. deCampos Novos",22/11/2004,100,,Indenização,Indemnity,,,
Santa Catarina,Chapecó,,Bloqueio,Ponte sobre o Rio Uruguai,27/04/2004,1530,,Crédito,Credit,,,
Santa Catarina,Doutor Pedrinho,,Bloqueio da SC-477,Aldeia Bugio,16/08/2004,80,,Demarcação de área indígena,Demarcation of indigenous area,,,
Santa Catarina,São Miguel do Oeste,,Bloqueio da BR-282,Fumicultores,19/02/2004,1200,,Preços,Prices,,,
São Paulo,Castilho,,"Bloqueio da Rod. GersonDourado",Faz. Três Barras,08/11/2004,115,,Desapropriação/ Reforma Agrária,Expropriation/Agrarian Reform,,,
São Paulo,Presidente Epitácio,,Bloqueio à Rodovia Raposo Tavares,,07/04/2004,1100,,Desapropriação/ Regularização fundiária/ Reforma Agrária,Expropriation/Land regularization/Agrarian Reform,,,
São Paulo,São Simão,,Bloqueio de Rallye da Mitsubishi,,15/04/2004,100,,Questões ambientais/ Direitos humanos,Environmental issues/Human rights,,,
Acre,Brasiléia,Terra,Bloq. da BR-317,"Ramais Km86 e 88",24/10/2009,100,,Infraestrutura,Infrastructure,,,
Acre,Brasiléia,Terra,Bloq. da BR-317,"Ramais doKm 86 e 88",09/11/2009,100,,Infraestrutura,Infrastructure,,,
Acre,Rio Branco,Terra,Bloq. da BR-364,"Ramais daDivisa, do T, Gaúcho e 7 deSetembro",10/08/2009,200,,Infraestrutura,Infrastructure,,,
Alagoas,Atalaia,Terra,Bloq. BR-316,"ReformaAgrária",17/03/2009,,,Crédito/ Políticas p ú b  l ic a s,Credit/Debt Policies,,,
Alagoas,Atalaia,Terra,Bloqueio da BR-316,,25/08/2009,167,,Reforma Agrária,Land reform,,,
Alagoas,Delmiro Gouveia,Terra,"Bloq. do Cruzamento daAL-145 e BR-423","JornadaNac. de Lutas",14/08/2009,350,,Reforma Agrária,Land reform,,,
Alagoas,Flexeiras,Terra,Bloq. da BR-101 e BR-104,"Assent. São Luís",25/11/2009,500,,Contra a injustiça e a violência,Against injustice and violence,,,
Alagoas,Flexeiras,Terra,Bloq. BR-101,"Protesto porR.A.",04/05/2009,,,Reforma Agrária,Land reform,,,
Alagoas,Japaratinga,Terra,Bloq. da AL-465," Acamp.Paraíso",31/08/2009,200,,Cumprimento de acordos,Compliance with agreements,,,
Alagoas,Japaratinga,Terra,Bloq. AL-465,Faz. Arrepiado,17/09/2009,140,,Desapropriação/ Contra a injustiça e a violência,Expropriation/Against injustice and violence,,,
Alagoas,Matriz do Camaragibe,Trabalhista,Bloqueio AL-105,,01/04/2009,400,,Cumprimento de acordos/ Direitos humanos,Compliance with agreements/Human rights,,,
Alagoas,Murici,Trabalhista,Bloq. BR-104,"Us. Cachoeirado Meirim",05/01/2009,70,,Cumprimento de acordos,Compliance with agreements,,,
Alagoas,Murici,Terra,Bloq. BR-104 km 58,"Ref.Agrária",05/02/2009,500,,Reforma Agrária,Land reform,,,
Alagoas,Murici,Terra,Bloqueio da BR-104,,25/08/2009,167,,Reforma Agrária,Land reform,,,
Alagoas,Porto Real do Colégio,Questão Indígena,Bloq. BR-101,T.I. Kariri Xocó,16/06/2009,300,,Demarcação de área indígena,Demarcation of indigenous area,,,
Bahia,Eunápolis,Terra,Bloq. da BR-101,"Faz.Putumuju",13/04/2009,,,Desapropriação/ Contra monocultura,Expropriation/Against monoculture,,,
Bahia,Eunápolis,Terra,Bloq. da BR-101,"Faz.Putumuju",27/07/2009,200,,Desapropriação,Expropriation,,Morte em conseqüên c  ia,Death as a consequence
Bahia,Eunápolis,Terra,Bloq. da BR-101,"Faz.Putumuju",28/07/2009,200,,Desapropriação,Expropriation,,,
Bahia,Santa Cruz Cabrália,Questão Indígena,Bloq. da BR-367,"AldeiaCoroa Vermelha",04/08/2009,100,,Contra a injustiça e a violência,Against injustice and violence,,,
Ceará,Aracati,Direitos Humanos,"Bloq. na entrada dos Parquesde Energia Eólica","Com.Cumbe",08/09/2009,200,,Infraestrutura/ Indenização,Infrastructure/Indemnification,,,
Distrito Federal,Planaltina,Terra,"Bloq.BR-020",Pipiripau,26/01/2009,200,,Regularização fundiária,Land regularization,,,
Distrito Federal,Planaltina,Terra,Bloq. da BR-020,"Memória doMassacre de Eldorado dosCarajás",14/04/2009,200,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Espírito Santo,São Mateus,Terra,Bloqueio da BR-101,,22/09/2009,600,,Contra monocultura,Against monoculture,,,
Espírito Santo,São Mateus,Terra,"Bloqueio de Terminais dePetróleo da Petrobrás",,09/12/2009,600,,Infraestrutura,Infrastructure,,,
Espírito Santo,São Mateus,Terra,"Bloqueio de Terminais dePetróleo da Petrobrás",,16/12/2009,,,Infraestrutura,Infrastructure,,,
Goiás,Uruaçu,Política Agrícola,Bloqueio da BR-153,,20/05/2009,,,Regularização fundiária/ Crédito/ Infraestrutura,Land regularization/Credit/Infrastructure,,,
Goiás,Balsas,Terra,Bloqueio da BR-230,,09/12/2009,,,Assentamento de famílias,Settlement of families,,,
Mato Grosso,Alto da Boa Vista,Questão Indígena,Bloq. da BR-158,"ÍndiosXavante",11/02/2009,,,Contra a injustiça e a violência,Against injustice and violence,,,
Mato Grosso,Bom Jesus do Araguaia,Terra,Bloq. da BR-158,"Faz.B o r d o  lâ n d  ia",08/06/2009,100,,Assentamento de famílias,Settlement of families,,,
Mato Grosso,Bom Jesus do Araguaia,Terra,Bloq. da BR-158,"Faz.Bordolândia",15/06/2009,300,,Assentamento de famílias,Settlement of families,,Assassinat o,Assassinat the
Mato Grosso,Mirassol do Oeste,Terra,Bloq. da BR-174,"Faz. SãoPaulo",22/04/2009,130,,Assentamento de famílias,Settlement of families,,,
Mato Grosso,Mirassol do Oeste,Terra,Bloq. da BR-174,"Faz. S.Paulo",23/04/2009,130,,Assentamento de famílias,Settlement of families,,,
Mato Grosso,Mirassol do Oeste,Terra,Bloq. da BR-174,"Faz. S.Paulo",19/05/2009,150,,Assentamento de famílias,Settlement of families,,,
Mato Grosso,,Terra,Bloqueio da BR-364,,21/10/2009,300,,Desapropriação,Expropriation,,,
Mato Grosso,Pedra Preta,Terra,Bloqueio da BR-364,,27/10/2009,300,,Desapropriação,Expropriation,,,
Mato Grosso,Sinop,Terra,Bloqueio da BR-163,,19/05/2009,200,,Reforma Agrária,Land reform,,,
Mato Grosso do Sul,Caarapó,Questão Indígena,Bloq. da MS-280,"AldeiaTeykue",19/05/2009,,,Educação,Education,,,
Mato Grosso do Sul,Campo Grande,Questão Indígena,"Bloqueio das BR's 163 e262",Índios Terena,07/10/2009,300,,Demarcação de área indígena,Demarcation of indigenous area,,,
Mato Grosso do Sul,Dourados,Terra,Bloqueio da MS-156,,03/02/2009,80,,Questão Indígena,Indigenous Issues,,,
Mato Grosso do Sul,Itaquiraí,Terra,Bloq. da MS-487,"Faz. SantoA n tô n  io",09/11/2009,150,,Infraestrutura,Infrastructure,,,
Minas Gerais,Jequitaí,Política Agrícola,Bloq. da BR-365,"Jorn. deLuta por Educação noCampo",08/06/2009,175,,Educação/ Reforma Agrária,Education/Agrarian Reform,,,
Minas Gerais,Jequitaí,Terra,Bloqueio da BR-365,,19/08/2009,200,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,,,
Minas Gerais,Jequitinhonha,Política Agrícola,Bloq. da BR-367,"Jorn. deLuta por Educação noCampo",10/06/2009,150,,Crédito/ Infraestrutura/ Educação/ Reforma Agrária,Credit/Infrastructure/Education/Land Reform,,,
Minas Gerais,Monte Alegre de Minas,Terra,Bloq. da BR-365," Faz. Furnado Moinho",09/12/2009,180,,Reforma Agrária,Land reform,,,
Minas Gerais,Prata,Indefinida,"Bloq. do Entroncamento daBR-153 com a BR-497",,05/03/2009,550,,,,,,
Pará,Canaã dos Carajás,Terra,Bloq. de Estrada,"MineraçãoSossego",08/09/2009,1000,,Cumprimento de acordos/ Indenização/ Contra mineradoras,Compliance with agreements/Indemnification/Against mining companies,,,
Pará,Castanhal,Terra,Bloq. da BR-163,"ContraReintegração de Posse naFaz. Itaqui",01/04/2009,100,,Outros,Others,,,
Pará,Castanhal,Terra,"Bloq. da Av. Barão do RioBranco",Faz. Itaqui,02/04/2009,50,,Outros,Others,,,
Pará,Eldorado dos Carajás,Terra,Bloqueio da PA-150," Jorn. deLuta por R.A.",04/11/2009,400,,Reforma Agrária,Land reform,,,
Pará,Juruti,Questões ambientais,Bloq. da PA-192,"ContraAlcoa",11/02/2009,250,,Defesa da água e do meio ambiente/ Contra mineradoras,Defense of water and environment/Contra mines,,,
Pará,Prainha,Questões ambientais,"Acamp. às margens do RioUruará", Bloq. de balsas,25/11/2009,500,,Questões ambientais,Environmental issues,,,
Pará,Redenção,Questão Indígena,Bloqueio da PA-287,"ÍndiosKayapó",25/08/2009,,,Infraestrutura,Infrastructure,,,
Pará,Redenção,Questão Indígena,Bloqueio da BR-158,"ÍndiosKayapó",25/08/2009,,,Infraestrutura,Infrastructure,,,
Pará,Santana do Araguaia,Água,Bloq. de Balsa,"Contra UHEBelo Monte",03/11/2009,300,,,,,,
Pará,Santarém,Questões ambientais,"Bloq. da Passagem deBalsas no Rio Arapiuns",,12/10/2009,300,,Contra Desmatamento,Against Deforestation,,,
Pará,São João do Araguaia,Terra,"Bloq. de Trecho daTransamazônica","Assent. 1ode Março",27/06/2009,,,Infraestrutura,Infrastructure,,,
Pará,Sapucaia,Terra,Bloqueio da PA-158," Jornadade Luta por R.A.",04/11/2009,1000,,Reforma Agrária,Land reform,,,
Pará,Tucuruí,Água,Bloqueio da BR-422,"Barragem de Tucuruí",03/04/2009,,,Cumprimento de acordos/ Cesta básica/ Indenização,Compliance with agreements/Basic basket/Compensation,,,
Pará,Uruará,Terra,"Bloqueio do Km 165 daT r a n s a m a z ô n  ic a",,27/11/2009,3000,,Reforma Agrária,Land reform,,,
Paraíba,Caaporã,Terra,Bloq. BR-101,"Liberação dosPresos da Faz. Cabeça deBoi",27/05/2009,,,Contra a injustiça e a violência/ Direitos humanos,Against injustice and violence/Human rights,,,
Paraíba,Mari,Terra,Bloq. PB-073,"Liberação dosPresos da Faz. Cabeça deBoi",27/05/2009,,,Contra a injustiça e a violência/ Direitos humanos,Against injustice and violence/Human rights,,,
Paraíba,Monteiro,Terra,Bloq. BR-101,"Liberação dosPresos da Faz. Cabeça deBoi",27/05/2009,,,Contra a injustiça e a violência/ Direitos humanos,Against injustice and violence/Human rights,,,
Paraíba,Patos,Terra,Bloq. BR-230,"Liberação dosPresos da Faz. Cabeça deBoi",27/05/2009,,,Contra a injustiça e a violência/ Direitos humanos,Against injustice and violence/Human rights,,,
Paraíba,Remígio,Terra,Bloq. PB-075,"Liberação dosPresos da Faz. Cabeça deBoi",27/05/2009,,,Contra a injustiça e a violência/ Direitos humanos,Against injustice and violence/Human rights,,,
Paraná,Alvorada do Sul,Terra,Bloq. da PR-090,Faz. Palheta,22/04/2009,225,,Desapropriação,Expropriation,,,
Paraná,Foz do Iguaçu,Terra,Marcha,"Bloq. da Ponte daAmizade",26/03/2009,400,,Reforma Agrária,Land reform,,,
Paraná,,Questão Indígena,"Bloq. na Ponte do RioParaná","Aldeia TekoáMarangatu",29/10/2009,60,,Infraestrutura,Infrastructure,,,
Pernambuco,Pesqueira,Terra,Bloq. BR-232,Manif. por R. A.,16/03/2009,450,,Crédito/ Infraestrutura/ Assistência técnica/ Reforma Agrária,Credit/Infrastructure/Technical Assistance/Agrarian Reform,,,
Pernambuco,São José da Coroa Grande,Terra,Bloq. PE-60,"Eng.Manguinhos",14/09/2009,150,,Reforma Agrária,Land reform,,,
Pernambuco,São Lourenço da Mata,Terra,Bloq. BR-408,"Protesto porR.A.",17/03/2009,150,,Reforma Agrária,Land reform,,,
Pernambuco,São Lourenço da Mata,Terra,Bloqueio da BR-408,,14/07/2009,50,,Reforma Agrária,Land reform,,,
Rio de Janeiro,Magé,Água,"Comunidades Baía daGuanabara","Bloqueio dasObras da GDK",16/05/2009,,,,,,Assassinat o,Assassinat the
Rio de Janeiro,Rio de Janeiro,Questões ambientais,Bloqueio na Ponte Rio-Niterói,,02/04/2009,40,,Questões ambientais,Environmental issues,,,
Rio de Janeiro,São Pedro da Aldeia,Água,Bloqueio da RJ-106,"Lagoa deAraruama",27/01/2009,500,,Defesa da água e do meio ambiente,Defense of water and the environment,,,
Rio Grande do Sul,Canoas,Terra,Bloq. BR-386,"Contra Despejono Acamp. Jair da Costa",08/05/2009,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Rio Grande do Sul,Charqueadas,Terra,Bloq. BR-290,"Contra Despejono Acamp. Jair da Costa",12/05/2009,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Rio Grande do Sul,Erechim,Política Agrícola,Bloqueio da BR-153,,18/02/2009,,,Renegociação de dívidas/ Incentivos à pequena produção,Debt Renegotiation/Incentives for small production,,,
Rio Grande do Sul,Júlio de Castilhos,Terra,Bloq. BR-158,"Contra Despejono Acamp. Jair da Costa",12/05/2009,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Rio Grande do Sul,Nova Santa Rita,Política Agrícola,Bloq. BR-386,"Assent. NovaSta. Rita II",23/04/2009,300,,Cumprimento de acordos,Compliance with agreements,,,
Rio Grande do Sul,São Gabriel,Terra,Bloq. BR-290,"Contra Despejono Acamp. Jair da Costa",12/05/2009,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Rio Grande do Sul,Sarandi,Direitos Humanos,"Celebração em Memória deElton Brum",Bloq. BR-386,27/08/2009,300,,Contra a injustiça e a violência,Against injustice and violence,,,
Rio Grande do Sul,Sarandi,Terra,Bloq. BR-386,"Contra Despejono Acamp. Jair da Costa",12/05/2009,100,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Rio Grande do Sul,Sarandi,Política Agrícola,"Bloqueio entre BR-386 eBR-158",,18/02/2009,,,Renegociação de dívidas/ Incentivos à pequena produção,Debt Renegotiation/Incentives for small production,,,
Rio Grande do Sul,Sarandi,Direitos Humanos,"Contra Fechamento dasEscolas Intinerantes","Bloq.BR-386",02/03/2009,150,,Educação,Education,,,
Rondônia,Porto Velho,Política Agrícola,Bloq. na BR-319,"Assent.Joana Darc I, II e III",22/11/2009,,,Infraestrutura,Infrastructure,,,
Roraima,Normandia,Questão Indígena,Bloqueio da BR-401,,08/05/2009,,,Cumprimento de acordos,Compliance with agreements,,,
Santa Catarina,Chapecó,Política Agrícola,"Ato por Medidas contraEstiagem","Bloq. de Ponte emGoio-ên",27/05/2009,1000,,Políticas públicas,Public policy,,,
Santa Catarina,Itaiópolis,Questão Indígena,"Bloqueio da Estrada Geral deBom Sucesso",,09/01/2009,100,,Demarcação de área indígena,Demarcation of indigenous area,,,
São Paulo,Piratininga,Terra,"Bloqueio às Entradas deAcesso ao Horto FlorestalBrasília",,16/06/2009,70,,Assentamento de famílias,Settlement of families,,,
Acre,Manoel Urbano,Terra,Bloqueio da BR-364,,12/6/2010,250,,Infraestrutura,Infrastructure,,,
Alagoas,Atalaia,Terra,Bloq. BR-116,"Jornada deLuta pela R.A.",15/4/2010,200,,Infraestrutura/ Educação/ Incentivos à pequena produção/ Reforma Agrária,Infrastructure/Education/Small Production Incentives/Agrarian Reform,,,
Alagoas,Maragogi,Terra,Bloq. AL-105 Norte,"Faz.Soledade",22/4/2010,220,,Indenização/ Reforma Agrária,Compensation/Agrarian Reform,,,
Alagoas,Messias,Terra,Bloq. BR-101,"Faz.Riachão",9/8/2010,250,,Contra a injustiça e a violência,Against injustice and violence,,,
Alagoas,Passo do Camaragibe,Terra,Bloq. da AL-101 Norte,"Faz.Sonho Meu",24/5/2010,40,,Contra a injustiça e a violência,Against injustice and violence,,,
Alagoas,Porto Calvo,Terra,"Bloq. da AL-105Norte",Assent. Maciape,2/8/2010,,,Infraestrutura,Infrastructure,,,
Alagoas,Rio Largo,Terra,Bloq. BR-104,"Faz.Ururcum",16/11/2010,500,,Reforma Agrária,Land reform,,,
Alagoas,São Miguel dos Milagres,Terra,Bloq. da AL-101,"Assent. Quil.dos Palmares e Jubileu 2000",4/11/2010,360,,Infraestrutura,Infrastructure,,,
Amazonas,Boca do Acre,Questão Indígena,Bloq. da BR-317,"PovoApurinã e Jamamadi",30/3/2010,,,Cumprimento de acordos/ Educação/ Saúde,Compliance/Education/Health,,,
Bahia,Abaré,Água,"Bloq. da Ponte doIbó","Atingidos BarragemItaparica",18/1/2010,2000,,Reassentamento,Resettlement,,,
Bahia,Ponto Novo,Terra,Bloq. da BR-407,"Barragemde Ponto Novo",8/3/2010,1000,,Assentamento de famílias,Settlement of families,,,
Bahia,Porto Seguro,Questão Indígena,"Bloqueio da EstradaArraial",Trancoso,20/2/2010,,,Contra a injustiça e a violência,Against injustice and violence,,,
Bahia,Ribeira do Pombal,Terra,Bloqueio da BR-110,"Km -171",24/5/2010,500,,Reforma Agrária,Land reform,,,
Ceará,Russas,Água,Bloq. BR-116,"Proj. Irrig.Tabuleiro do Russas",19/8/2010,200,,Infraestrutura/ Cumprimento de acordos/ Reassentamento,Infrastructure/Compliance/Resettlement,,Intimidação,Bullying
Maranhão,Alto Alegre do Pindaré,Questão Indígena,"Bloq. da Estrada de FerroCarajás",Km 289,22/2/2010,50,,Cumprimento de acordos/ Saúde,Compliance/Health Compliance,,,
Maranhão,Barra do Corda,Questão Indígena,Bloq. da BR-226,"T. I.Canabrava",7/11/2010,200,,Educação,Education,,Prisão,Prison
Mato Grosso,Cáceres,Terra,Bloq. da BR-070,"Faz. SãoPaulo",15/6/2010,,,Assentamento de famílias,Settlement of families,,,
Mato Grosso,Cáceres,Terra,Bloq. da BR-070,"Faz. SãoPaulo",18/6/2010,80,,Assentamento de famílias,Settlement of families,,,
Mato Grosso,Cuiabá,Terra,Bloqueio da BR-174,,7/12/2010,250,,Assentamento de famílias/ Políticas p ú b  l ic a s,Settlement of families/P ublic policies,,,
Mato Grosso,Rondonópolis,Terra,Bloqueio da BR-364,,5/4/2010,250,,Desapropriação,Expropriation,,,
